ID;Title;Year;EndYear;Genre;Budget;Gross;FilmingDays;Language;Locations;Countries;Rating;Duration
3979639;Yu nu huai tai shi ba nian;1954;1954;Drama*Musical;;;;Cantonese;;Hong Kong;;
3979641;Yu nu jin gang;1967;1967;Adventure;;;;Cantonese;;Hong Kong;;
3979642;Yu nu jing hun;1958;1958;Drama;;;;Cantonese;;Hong Kong;;
3979643;Yu nu qin qing;1970;1970;Drama;;33893;;Mandarin;;Hong Kong;5.7;
3979645;Yu nu shen tou;1967;1967;Action*Comedy;;;;Cantonese;;Hong Kong;;
3979646;Yu nu si qing;1959;1959;Comedy*Drama*Musical*Romance;;;;Mandarin;;Hong Kong;5.8;96
3979649;Yu nu xiang si;1967;1967;Musical*Romance;;;;Cantonese;;Hong Kong;;
3979651;Yu pu tuan er zhi Yu nu xin jing;1996;1996;Adventure*Comedy*Fantasy*Horror;;;;Cantonese;;Hong Kong;5.7;
3979652;Yu pu tuan zhi yang wu xing jiao;1999;1999;Comedy*Romance;;;;Cantonese;;Hong Kong;;
3979656;Yu pu tuan: Tou qing bao jian;1991;1991;Adventure*Comedy*Drama*Fantasy*Mystery*Romance;;374011;;Cantonese;;Hong Kong;5.8;94
3979657;Yu Qian Shi Wei;2011;2011;Action;;;;Mandarin;;China;5.2;
3979658;Yu Qing Sao;1984;1984;Drama;;;;Mandarin;;Taiwan;7.7;105
3979659;Yu qing ting;1978;1978;Action;;;;Mandarin;;Taiwan;6.4;
3979661;Yu Rock Reunion;2008;2008;Music;18889;;;;Toronto, Ontario, Canada;USA;;180
3979662;Yu shi feng bo;1981;1981;Comedy;;;;Mandarin;;Taiwan;;
3979663;Yu shi shang tong ju;2011;2011;Drama;82023240;;;Mandarin;Beijing, China;China;5.3;90
3979664;Yu shi zi;1970;1970;Adventure;;;;Mandarin;;Taiwan;;
3979665;Yu shou qin xiong;1958;1958;Crime;;;;Mandarin;;Hong Kong;;
3979668;Yu tou dai lao ben tu di;1979;1979;Action*Comedy;;;;Mandarin;;Taiwan;6.4;
3979669;Yu wang;1959;1959;Drama;;;;Mandarin;;Hong Kong;;
3979670;Yu wang de huo yan;1988;1988;Crime;;;;Mandarin;;China;;
3979671;Yu wang san jiao zhou;1987;1987;Drama;;;;Mandarin;;China;;
3979672;Yu wangshi ganbei;1995;1995;Drama;;;;Mandarin;;China;;
3979673;Yu wo wakasuhodo no atsui ai;2016;2016;Comedy;;;;Japanese;;Japan;;125
3979674;Yu xue hong ma che;1991;1991;War;;;;Mandarin;;China;;
3979675;Yu xue jiang cheng;1990;1990;Action*War;;;;Mandarin;;China;;
3979676;Yu ya gong wu;1992;1992;Comedy*Drama;;;;Cantonese;;Hong Kong;4.5;
3979677;Yu yan;2009;2009;Drama;;;;Mandarin;;South Korea*China;6.4;
3979678;Yu yan kuang qing;1993;1993;Drama*Romance;;;;Cantonese;;Hong Kong;;
3979679;Yu yan qing nong;1988;1988;Action*Thriller;;;;Cantonese*Mandarin;;Hong Kong;;
3979680;Yu ye hua;1956;1956;Drama*Musical;;;;Min Nan;;Taiwan;;
3979681;Yu ye sha shou;1974;1974;Adventure;;;;Mandarin;;Taiwan;;
3979683;Yu yu hakusho;1993;1993;Action;;;;Japanese;;Japan;;
3979684;Yu Yu Hakusho;1994;1994;Action;;;;Japanese;;Japan;;
3979685;Yu Yu Hakusho - Ghost Files: Spirit Detective;2003;2003;Action;;;;English;;USA;;
3979686;Yu Yu Hakusho - Ghost Files: Tournament Tactics;2004;2004;Action;;;;English;;USA;;
3979687;Yu yu hakusho 2: Kakutou no sho;1994;1994;Action;;;;Japanese;;Japan;;
3979688;Yu Yu Hakusho Dai 4 Tama: Makai Touitsu;1994;1994;Action;;;;Japanese;;Japan;;
3979689;Yu Yu Hakusho Dai-Ni-Tama;1993;1993;Action;;;;Japanese;;Japan;;
3979690;Yu Yu Hakusho Dai-San-Tama;1994;1994;Action;;;;Japanese;;Japan;;
3979691;Yu Yu Hakusho DS: Ankoku Bujutsukai Hen;2006;2006;Action;;;;Japanese;;Japan;;
3979692;Yu Yu Hakusho Final: Makai Saikyo Retsuden;1995;1995;Action;;;;Japanese;;Japan;;
3979693;Yu Yu Hakusho Forever;2005;2005;Action;;;;Japanese;;Japan;;
3979694;Yu Yu Hakusho Gaiden;1994;1994;Action;;;;Japanese;;Japan;;
3979695;Yu Yu Hakusho II: Gekitou! Nanakyou no Tatakai;1994;1994;Action;;;;Japanese;;Japan;;
3979696;Yu Yu Hakusho the Poltergeist Report: Abridged;2008;2008;Action*Animation*Comedy*Short;;;;English;;USA;;
3979697;Yu Yu Hakusho Trading Card Game 2003 DVD Demo;2003;2003;Short;;;;English;;USA;;
3979698;Yu Yu Hakusho: Dark Tournament;2004;2004;Action;;;;English;;USA;;
3979699;Yu Yu Hakusho: Horobishi Mono No Gyakushuu;1994;1994;Action;;;;Japanese;;Japan;;
3979700;Yu Yu Hakusho: Makyo Toitsusen;1994;1994;Action;;;;Japanese;;Japan;;
3979701;Yu yu hakusho: meikai shito hen - hono no kizuna;1994;1994;Action*Animation*Fantasy*Sci-Fi;;;;Japanese;;Japan;7.1;
3979702;Yu Yu Hakusho: Tokubetsu Hen;1994;1994;Action;;;;Japanese;;Japan;;
3979703;Yu zhi lian;1987;1987;Drama;;;;;;Taiwan;;
3979705;Yu zhong hua;1972;1972;Drama;;;;Mandarin;;Hong Kong;;
3979706;Yu zhong long;1990;1990;Action*Crime;;;;Cantonese*Mandarin;;Hong Kong;6.3;
3979707;Yu zhong xing;1974;1974;Romance;;;;Mandarin;;Taiwan*Hong Kong;;
3979708;Yu-Gi-Oh!;1999;1999;Action*Animation*Comedy*Fantasy*Short;;;;Japanese;;Japan;8.1;
3979709;Yu-Gi-Oh! 3D: Bonds Beyond Time Abridged;2011;2011;Action*Adventure*Animation*Comedy*Fantasy;;;;English;;UK;8.0;
3979710;Yu-Gi-Oh! 5D's One-Shot Parody Special;2011;2011;Action*Adventure*Animation*Comedy*Fantasy;;;;English;;UK;7.8;
3979711;Yu-Gi-Oh! Legacy of the Duelist;2015;2015;Adventure*Mystery;;;;Japanese;;Japan;;
3979712;Yu-Gi-Oh! Shin Deyueru Monsutazu: Fuinsareshi Kioku;1999;1999;Action;;;;Japanese;;Japan;7.0;
3979713;Yu-Gi-Oh! Shin Duel Monsters II;2001;2001;Action;;;;Japanese;;Japan;8.6;
3979714;Yu-Gi-Oh! The Movie;2004;2004;Action*Adventure*Animation*Family*Fantasy*Thriller;18889309;19845245;;English;;Japan*USA;4.5;89
3979715;Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel;2003;2003;Adventure;;;;English;;Japan;6.6;
3979716;Yu-Gi-Oh! Zexal: World Duel Carnival;2014;2014;Action;;;;Japanese;;Japan;;
3979717;Yu-Gi-Oh!: Dyueru Monsutazu;1998;1998;Action;;;;Japanese;;Japan;;
3979718;Yu-Gi-Oh!: Dyueru Monsutazu III Toraihorigoddo Adobanto;2000;2000;Action;;;;Japanese;;Japan;;
3979719;Yu-Gi-Oh!: Forusubaundo kingudamu - kyoko ni tozasa reta okoku;2002;2002;Action;;;;Japanese;;Japan;;
3979720;Yu-Gi-Oh!: Kapuseru monsuta koroshiamu;2004;2004;Fantasy;;;;English;;Japan;7.4;
3979721;Yu-Gi-Oh!: The Abridged Movie;2007;2007;Animation*Comedy;;;;English;;UK;8.3;
3979722;Yu-Gi-Oh!: The Dark Side of Dimensions;2016;2016;Adventure*Animation*Drama*Fantasy;;;;;;Japan;8.3;
3979723;Yu-Gi-Oh!: The Dawn of Destiny;2004;2004;Action;;;;English;;Japan;;
3979724;Yu-Gi-Oh!: The Other Abridged Movie;2008;2008;Animation;;;;English;;UK;8.3;
3979725;Yu-Gi-Oh: Deyueru monsutazu GX: Tagu fosue boryushon;2007;2007;Action;;;;Japanese;;Japan;;
3979726;Yu-lan;2004;2004;Drama;;;;Dutch*English*Mandarin;;Netherlands;6.9;60
3979727;Yu-lang-si-dae;2008;2008;Drama*Short;;;;Korean;;South Korea;;
3979728;Yu-No;1998;1998;Adult*Animation*Sci-Fi*Short;;;;English*Japanese;;Japan;;
3979729;Yu-nyeon-gi-ui kkeut;2007;2007;Drama*Short;;;;Korean;;South Korea;;
3979730;Yu-wol-ui il-gi;2005;2005;Crime*Drama*Mystery*Thriller;;;;Korean;Busan, South Korea*Seoul, South Korea;South Korea;6.5;
3979731;Yuadogjon;1990;1990;Drama;;;;Korean;;South Korea;;
3979732;Yuadogjon;2002;2002;Comedy*Drama*Romance;;;;Korean;;South Korea;4.8;
3979733;Yuan dong jian die zhan;1992;1992;War;;;;Mandarin;;China;;
3979734;Yuan fang;2013;2013;Drama;;;;None;;China;6.0;
3979735;Yuan fang de xing;1983;1983;Drama;;;;Mandarin;;China;;
3979736;Yuan fang xing huo;1961;1961;Drama;;;;;;China;;
3979740;Yuan fu yin wa feng sha shou;1980;1980;Comedy*Drama;;;;Cantonese*Mandarin;;Hong Kong;5.0;
3979742;Yuan gui fu chou ji;1939;1939;Mystery;;;;Cantonese;;Hong Kong;;
3979743;Yuan jia;1979;1979;Comedy;;;;Cantonese;;Hong Kong;;
3979744;Yuan lai wo fu qing;1965;1965;Drama*Romance;;;;Cantonese;;Hong Kong;;
3979746;Yuan mei ren;1971;1971;Adventure*Fantasy;;;;Mandarin;;Taiwan;;
3979747;Yuan meng chong wen;1964;1964;Drama;;;;Cantonese;;Hong Kong;;
3979748;Yuan ming yuan;2006;2006;Documentary;;;;Mandarin;;China;7.6;93
3979749;Yuan nu;1988;1988;Drama;;;;Mandarin;;Taiwan;7.3;106
3979750;Yuan nu Meng Lisi;1961;1961;Action;;;;Mandarin;;Hong Kong;;
3979752;Yuan Ping;1995;1995;Documentary*Short;;;;;;Hong Kong;;
3979753;Yuan shan han xiao;1967;1967;Drama;;;;Mandarin;;Taiwan;;
3979754;Yuan shuai zhi si;1980;1980;Drama;;;;Mandarin;;China;;
3979755;Yuan xiang ren;1980;1980;Drama;;;;Mandarin;;Taiwan;7.6;
3979756;Yuan yang dao shang ji;1961;1961;Adventure;;;;Cantonese;;Hong Kong;;
3979757;Yuan yang dao xia ji;1961;1961;Adventure;;;;Cantonese;;Hong Kong;;
3979758;Yuan yang gu;1958;1958;Action;;;;Cantonese;;Hong Kong;;
3979759;Yuan yang hu die;2004;2004;Drama*Romance;;;;Mandarin;Hangzhou, Zhejiang, China;China;6.1;112
3979760;Yuan yang jian xia;1965;1965;Adventure*Drama;;;;Mandarin;;Hong Kong;6.6;
3979762;Yuan yang lou;1987;1987;Drama;;;;Mandarin;;China;;
3979763;Yuan yang pu;1955;1955;Comedy;;;;Cantonese;;Hong Kong;;
3979764;Yuan ye;1956;1956;Drama;;;;Cantonese;;Hong Kong;;
3979765;Yuan Ye;1981;1981;Drama;;;;Mandarin;;China;7.2;
3979766;Yuan ye qi xia zhuan;1963;1963;Adventure*Drama;;;;Mandarin;;Hong Kong;;
3979767;Yuan ye you long;1967;1967;Action;;;;Mandarin;;Hong Kong;;
3979769;Yuan yin;1981;1981;Action;;;;Cantonese*Mandarin;;Hong Kong;;
3979770;Yuan Yuan;2015;2015;Documentary*Short;;;;Chinese;Qingdao, China;China;;
3979771;Yuan yue wan dao;1979;1979;Action*Drama*Romance;;;;Cantonese*Mandarin;;Hong Kong;6.3;
3979772;Yuan zhe shang gou;1978;1978;Comedy*Romance;;;;Mandarin;;Taiwan;;92
3979773;Yuan Zhen-Xia yu Wei Si-Li;1986;1986;Action*Horror;;;;Cantonese*English;;Hong Kong;6.3;81
3979776;Yuan, miao bu ke yan;1999;1999;Drama*Romance;;;;Mandarin;Hong Kong, China*Shanghai, China;Hong Kong*China;6.4;
3979777;Yuanhun Ta;1939;1939;Horror;;;;Cantonese;;Hong Kong;;
3979778;Yuanli;2006;2006;Drama;;;;Mandarin;;China;;
3979780;Yuannu Wang Fu Gui;1939;1939;Drama;;;;Cantonese;;Hong Kong;;
3979781;Yuanwang Xiangsi;1947;1947;Romance;;;;Cantonese;;Hong Kong;;
3979783;Yuatsu no sekai;1963;1963;Documentary*Short;;;;Japanese;;Japan;;
3979784;Yuba no shirushi;2016;2016;Action;;;;Japanese;;Japan;;
3979787;Yubi;1982;1982;Crime*Drama;;;;Japanese;;Japan;;
3979789;Yubi no Itazura;1971;1971;Drama;;;;Japanese;;Japan;;
3979790;Yubi-kun: Sarariman jingi;1973;1973;Comedy;;;;Japanese;;Japan;;84
3979791;Yubiley;1944;1944;Drama*Short;;;;Russian;;Soviet Union;7.5;
3979792;Yubiley;1972;1972;Comedy*Drama;;;;Russian;;Soviet Union;;
3979793;Yubiley;1983;1983;Animation*Short;;;;Russian;;Soviet Union;;
3979794;Yubiley;2008;2008;Comedy;;;;Russian;;Russia;;
3979795;Yubiley 25;1973;1973;Documentary;;;;Bulgarian;;Bulgaria;;
3979796;Yubiley dante;1978;1978;Drama*Romance;;;;Russian;Baku, Azerbaijan;Soviet Union;6.6;
3979797;Yubiley prokurora;1998;1998;Comedy;;;;Russian;;Russia;1.4;
3979798;Yubileynyy kontsert Nikolaya Rastorgueva i gruppy 'Lyube';2012;2012;Music;;;;English*Russian;"Krokus Siti Kholl", Crocus City Hall, Moscow, Russia;Russia;;
3979799;Yubisaki;2006;2006;Drama;;;;Japanese;;Japan;6.2;63
3979801;Yubiwa no himitsu;2013;2013;Short;;;;Japanese;;Japan;;
3979802;Yubiwa no omoide;2006;2006;Short;;;;Japanese;;Japan;;
3979804;Yubiwa wo hametai;2011;2011;Comedy;;;;Japanese;Kawasaki, Kanagawa, Japan*Takasaki, Gunma, Japan;Japan;6.3;108
3979806;Yubunyeo;1965;1965;Drama*Romance;;;;Korean;;South Korea;;
3979807;Yuca;1948;1948;Documentary*Short;;;;Spanish;;Spain;;
3979808;Yucatan;1960;1960;Short;;;;German;;West Germany;6.4;11
3979810;Yucatan Time Portrait;2009;2009;Documentary*History*News*Short;;;;English;;USA*Mexico;;
3979811;Yucatec;2013;2013;Adventure*Short;;;;;;USA*Mexico;;
3979812;Yucca;2016;2016;Drama*Short;;;;Spanish;;Colombia;;
3979814;Yucca Mtn Tally;2012;2012;Documentary*Short;;;;English;;USA;;
3979815;Yuchang Jian;1940;1940;Drama;;;;Cantonese;;Hong Kong;;
3979816;Yuck: A 4th Grader's Short Documentary About School Lunch;2012;2012;Comedy*Documentary*Family*News*Short;;;;English;;USA;6.6;
3979818;Yuda;2013;2013;Drama;;;;Japanese;;Japan;;109
3979819;Yuda, koronovannyi predatel Bolgaryi;1917;1917;Drama*History*War;;;;Russian;Moscow, Russia;Russia;;
3979820;Yudan taiteki;2004;2004;Drama;;;;Japanese;Japan;Japan;7.9;110
3979821;Yudayou;2016;2016;Animation*Biography*War;;;;Chinese;;China;;
3979822;Yudda Bhoomi;1988;1988;Action*Drama;;;;Telugu;Mauritius;India;7.6;
3979824;Yuddha;2005;2005;Action;121425;;;Oriya*Bengali;;India;6.3;
3979831;Yudelmi;2017;2017;Horror;;;;;;Puerto Rico;;
3979832;Yudh;1985;1985;Action*Crime*Drama;;;;Hindi;India;India;6.2;
3979833;Yudh.. Astitvachi Ladai;2015;2015;Action*Drama;;;;Marathi;;India;;
3979835;Yudhpath;1992;1992;Action*Crime*Drama;;;;Hindi;;India;;
3979836;Yudino zhelyazo;1989;1989;Adventure*Drama;;;;Bulgarian;;Bulgaria;5.4;
3979837;Yudith;2006;2006;Documentary*Short;57000;;;English;;Israel;;
3979839;Yudum;2011;2011;Drama;;;;English;Adelaide, South Australia, Australia*Oodnadatta, South Australia, Australia*Simpson Desert, South Australia, Australia;Australia;;
3979842;Yue er wan wan zhao jiu zhou;1952;1952;Musical;;;;Mandarin;;Hong Kong;;
3979845;Yue guang da xia;1968;1968;Adventure*Fantasy;;;;Min Nan;;Taiwan;;
3979846;Yue guang guang;1965;1965;Drama;;;;Cantonese;;Hong Kong;;
3979848;Yue guang xia wo ji de;2005;2005;Drama;;;;Mandarin;;Taiwan;7.4;105
3979849;Yue Gui Jun Zhanji;1938;1938;Documentary;;;;Cantonese;;Hong Kong;;
3979850;Yue gui xing dong;1990;1990;Action*Comedy;;;;Cantonese;;Hong Kong;6.0;
3979851;Yue gui zhi lang;1996;1996;Action;;;;;;Hong Kong;4.1;
3979852;Yue hei feng gao;1995;1995;Comedy;;;;Cantonese*English;Hong Kong, China;Hong Kong;7.2;
3979853;Yue hui zai zao chen;1976;1976;Drama*Romance;;;;Mandarin;;Hong Kong*Taiwan;;
3979854;Yue jia xiao jang;1983;1983;Action*Comedy*War;;;;Cantonese;;Hong Kong;4.8;
3979855;Yue kuai le, yue duo luo;1998;1998;Drama*Romance;;;;Cantonese;;Hong Kong;6.3;93
3979856;Yue lai yue hao: Cun wan;2013;2013;Comedy*Romance;;;;Mandarin;;China;4.1;
3979857;Yue liang wan de feng bo;1984;1984;Drama;;;;Mandarin;;China;;
3979858;Yue liang, xing xing, tai yang;1988;1988;Drama;;;;Cantonese;Hong Kong, China;Hong Kong;6.7;97
3979859;Yue lok ji wong;1999;1999;Comedy;;;;Cantonese;;Hong Kong;4.0;
3979861;Yue man xi lou;1968;1968;Romance;;;;Mandarin;;Taiwan;;
3979863;Yue mu da ren;1970;1970;Drama;;;;Mandarin;;Taiwan;;
3979864;Yue Nan da tao wu;1977;1977;Drama;;;;Mandarin;;Hong Kong;;
3979865;Yue Nan di xia huo hua;1975;1975;Drama;;;;Mandarin;;Taiwan;;
3979866;Yue nan zi;1982;1982;Action;;;;Cantonese;;Hong Kong;;91
3979867;Yue qing;1991;1991;Action*Crime*Drama;;;;Cantonese;;Hong Kong;5.5;
3979868;Yue shi;1999;1999;Drama;;;;Mandarin;;China;6.1;
3979869;Yue ya er;1976;1976;Mystery;;;;Mandarin;;Taiwan;;
3979870;Yue ya er;1986;1986;Drama;;;;Mandarin;;China;6.8;
3979871;Yue ye qin tiao;1968;1968;Drama;;;;Mandarin;;Hong Kong;;
3979872;Yue ye sha xing;1972;1972;Action;;;;Mandarin;;Taiwan;;
3979873;Yue ye zhan;1980;1980;Action*Adventure;;;;Mandarin;;Taiwan;;
3979874;Yue yi xing xie;1981;1981;Action*Adventure;;;;Mandarin;;Taiwan;;
3979875;Yue yu nu tao fan;1985;1985;Crime;;;;Cantonese*Mandarin;;Hong Kong*Taiwan;;
3979876;Yue yuan jin xiao;2001;2001;Drama;;;;Mandarin;;China;6.1;
3979877;Yue Yue;1986;1986;Drama;;;;Mandarin;;China;;
3979881;Yuen chi mo hei;1999;1999;Action;;;;Cantonese;;Hong Kong;4.3;
3979882;Yuen fan;1984;1984;Comedy*Drama*Romance;;;;Cantonese;Hong Kong, China;Hong Kong;6.2;90
3979883;Yuen mei ching yan;2001;2001;Comedy*Fantasy*Romance;;65447;;Cantonese;Beijing, China*Guangzhou, Guangdong, China*Hong Kong, China*Shanghai, China;Hong Kong;5.7;
3979884;Yuen mong shu;2001;2001;Comedy*Drama*Romance;;;;Cantonese*Japanese;Naeba, Japan;Hong Kong*Japan;6.7;
3979885;Yuengling from Pottsville: The Story of America's Oldest Brewery;1999;1999;Documentary*Short;;;;English;;Canada*USA;;
3979886;Yuet gwong bo hup;2010;2010;Comedy*Fantasy;;;60;Cantonese;Ningxia, China;Hong Kong;4.6;
3979887;Yuet mei liu;1997;1997;Drama;;;;Cantonese;;Hong Kong;6.6;118
3979888;Yuet moon pau sai waan;2001;2001;Comedy*Romance;;;;Cantonese;;Hong Kong;6.1;
3979889;Yuet. Gwai. Yuan;2006;2006;Drama;;;;Cantonese;Hong Kong, China;Hong Kong;;104
3979890;Yueyu Gechang Shengpian Dajihui;1933;1933;Documentary;;;;Cantonese;;Hong Kong;;
3979891;Yufin onsen setsujin jiken;2002;2002;Crime*Drama;;;;Japanese;;Japan;;
3979897;Yugaeri;1912;1912;Short;;;;Japanese;;Japan;;
3979899;Yugamseureoyun doshi;2009;2009;Action*Comedy;;7126694;;Korean;;South Korea;6.6;121
3979903;Yugandhar;1979;1979;Action*Crime;;;;Telugu;;India;6.5;
3979905;Yugang enqiu;1967;1967;Drama;;;;Cantonese;Hong Kong, China;Hong Kong;;
3979906;Yugant;1995;1995;Drama;;;;Bengali;;India;7.1;
3979908;Yugao fujin;1976;1976;Drama;;;;Japanese;;Japan;4.8;
3979909;Yugapurushan;2010;2010;Drama;;;;Malayalam;;India;6.6;153
3979910;Yugashrasta Sachi Routray;1999;1999;Documentary*Short;;;;Oriya;;India;;
3979911;Yugassen;2000;2000;Documentary;;;;Japanese;;Japan;;
3979913;Yugdrista Pandit Sheel Bhadra Yajee;2011;2011;Biography;20615;;;Hindi;Bihar, India*Mumbai, Maharashtra, India*Delhi, India;India;;26
3979914;Yugen;2010;2010;Comedy*Short;;;;French;;France;;
3979915;Yugen;2014;2014;Biography*Documentary*Short;;;;English;;South Africa;;
3979916;Yugen;2015;2015;Fantasy*Mystery*Sci-Fi*Short;;;;English;;Ecuador;;
